,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,6,"[[0 1 0 0 1]
 [0 0 0 0 0]
 [0 1 0 0 0]
 [0 0 1 0 1]
 [0 1 0 0 0]]","[[0 1 1 0 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 0 1 0 0]
 [0 1 0 0 0]]","[3, 0, 2, 4, 1]","[[0. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 1.]
 [1. 1. 1. 0. 1.]
 [0. 1. 0. 0. 0.]]",4,5.0,2,0,2,0,"Namespace(activation=<function leaky_relu at 0x126758430>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect1/trial0', l_seed=170899, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=5, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
1,1,4,"[[0 0 1 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 1 0 0]
 [0 1 1 0 0]]","[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 1]
 [0 0 1 0 0]
 [0 1 0 0 0]]","[3, 2, 0, 4, 1]","[[0. 1. 0. 0. 1.]
 [0. 0. 0. 0. 0.]
 [1. 1. 0. 0. 1.]
 [1. 1. 1. 0. 1.]
 [0. 1. 0. 0. 0.]]",2,6.0,1,1,0,2,"Namespace(activation=<function leaky_relu at 0x126758430>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect1/trial0', l_seed=170899, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=5, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
2,2,6,"[[0 1 1 0 1]
 [0 0 1 0 0]
 [0 0 0 0 0]
 [0 1 1 0 0]
 [0 0 0 0 0]]","[[0 1 0 1 0]
 [0 0 1 1 0]
 [0 0 0 0 0]
 [0 0 1 0 0]
 [0 0 0 0 0]]","[4, 0, 1, 3, 2]","[[0. 1. 1. 1. 0.]
 [0. 0. 1. 1. 0.]
 [0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0.]
 [1. 1. 1. 1. 0.]]",4,9.0,2,1,1,2,"Namespace(activation=<function leaky_relu at 0x126758430>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect1/trial0', l_seed=170899, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=5, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
3,3,6,"[[0 1 0 0 1]
 [0 0 0 0 1]
 [0 0 0 1 1]
 [0 0 0 0 0]
 [0 0 0 1 0]]","[[0 1 0 0 1]
 [0 0 0 0 1]
 [0 0 0 1 0]
 [0 0 0 0 0]
 [0 0 1 0 0]]","[0, 1, 4, 2, 3]","[[0. 1. 1. 1. 1.]
 [0. 0. 1. 1. 1.]
 [0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0.]
 [0. 0. 1. 1. 0.]]",2,9.0,1,1,0,1,"Namespace(activation=<function leaky_relu at 0x126758430>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect1/trial0', l_seed=170899, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=5, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
4,4,5,"[[0 0 0 0 0]
 [1 0 0 0 0]
 [0 1 0 1 1]
 [0 0 0 0 0]
 [1 0 0 0 0]]","[[0 0 0 0 0]
 [1 0 0 0 1]
 [0 1 0 0 0]
 [0 0 1 0 0]
 [0 0 0 0 0]]","[3, 2, 1, 4, 0]","[[0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 1.]
 [1. 1. 0. 0. 1.]
 [1. 1. 1. 0. 1.]
 [1. 0. 0. 0. 0.]]",4,10.0,2,1,1,1,"Namespace(activation=<function leaky_relu at 0x126758430>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect1/trial0', l_seed=170899, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=5, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
5,5,4,"[[0 0 0 0 1]
 [0 0 0 0 1]
 [0 1 0 0 0]
 [0 0 0 0 1]
 [0 0 0 0 0]]","[[0 1 1 0 1]
 [0 0 0 0 0]
 [0 1 0 0 0]
 [0 0 0 0 1]
 [0 0 0 0 0]]","[0, 2, 1, 3, 4]","[[0. 1. 1. 1. 1.]
 [0. 0. 0. 1. 1.]
 [0. 1. 0. 1. 1.]
 [0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0.]]",3,2.0,1,0,2,0,"Namespace(activation=<function leaky_relu at 0x126758430>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect1/trial0', l_seed=170899, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=5, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
6,6,5,"[[0 0 0 1 1]
 [1 0 0 0 0]
 [1 0 0 1 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]","[[0 0 0 0 0]
 [1 0 0 0 0]
 [1 1 0 1 0]
 [1 0 0 0 0]
 [0 0 0 0 0]]","[2, 1, 3, 0, 4]","[[0. 0. 0. 0. 1.]
 [1. 0. 0. 1. 1.]
 [1. 1. 0. 1. 1.]
 [1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0.]]",3,8.0,1,1,1,1,"Namespace(activation=<function leaky_relu at 0x126758430>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect1/trial0', l_seed=170899, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=5, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
7,7,5,"[[0 0 0 0 0]
 [0 0 0 1 0]
 [1 0 0 0 0]
 [1 0 0 0 0]
 [1 1 0 0 0]]","[[0 0 0 0 0]
 [0 0 0 1 0]
 [1 0 0 0 0]
 [0 0 0 0 1]
 [0 0 1 0 0]]","[1, 3, 4, 2, 0]","[[0. 0. 0. 0. 0.]
 [1. 0. 1. 1. 1.]
 [1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 1.]
 [1. 0. 1. 0. 0.]]",5,8.0,3,0,2,1,"Namespace(activation=<function leaky_relu at 0x126758430>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect1/trial0', l_seed=170899, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=5, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
8,8,7,"[[0 1 1 0 0]
 [0 0 0 0 0]
 [0 0 0 0 1]
 [1 1 1 0 1]
 [0 0 0 0 0]]","[[0 1 0 0 0]
 [0 0 0 0 0]
 [0 0 0 1 1]
 [1 0 0 0 0]
 [0 0 0 1 0]]","[2, 4, 3, 0, 1]","[[0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 1.]
 [1. 1. 0. 0. 0.]
 [1. 1. 0. 1. 0.]]",4,14.0,2,2,0,3,"Namespace(activation=<function leaky_relu at 0x126758430>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect1/trial0', l_seed=170899, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=5, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
9,9,6,"[[0 0 0 0 0]
 [1 0 0 1 1]
 [0 0 0 0 0]
 [1 0 1 0 0]
 [0 0 0 1 0]]","[[0 0 0 0 0]
 [1 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 1 0]]","[4, 3, 2, 1, 0]","[[0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0.]
 [1. 1. 0. 0. 0.]
 [1. 1. 1. 0. 0.]
 [1. 1. 1. 1. 0.]]",4,13.0,4,0,0,2,"Namespace(activation=<function leaky_relu at 0x126758430>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect1/trial0', l_seed=170899, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=5, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
