,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,12,"[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 1 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 1]
 [0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0]
 [1 1 0 1 0 0 0 0 0 0 1]
 [1 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 1 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 1 0]]","[5, 10, 9, 3, 4, 6, 2, 7, 1, 0, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
 [1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
 [1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
 [1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 0.]
 [1. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0.]
 [1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1.]
 [1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0.]
 [1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 0.]
 [1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 0.]]",6,22.0,5,1,0,4,"Namespace(activation=<function leaky_relu at 0x152f14b80>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect3/trial0', l_seed=831289, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=11, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
1,1,14,"[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 1 0 0]
 [0 0 0 1 1 0 0 0 0 0 0]
 [1 0 0 0 0 1 1 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 1 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 1 0 0 0 1 0]
 [0 1 0 0 0 0 0 0 0 1 0]
 [1 0 1 1 1 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 1 0 0 0 0 0 0]]","[6, 10, 4, 0, 5, 9, 8, 2, 3, 7, 1]","[[0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
 [1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.]
 [0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0.]
 [1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0.]
 [0. 1. 1. 1. 0. 0. 0. 1. 1. 0. 0.]
 [1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 0.]]",13,70.0,2,7,4,9,"Namespace(activation=<function leaky_relu at 0x152f14b80>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect3/trial0', l_seed=831289, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=11, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
2,2,14,"[[0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 1 0]
 [0 0 1 0 0 0 0 0 1 1 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0]
 [0 1 1 0 0 0 0 0 0 1 0]
 [0 1 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 1 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 1 1 0 0 0 0 0]]","[7, 1, 2, 10, 3, 9, 6, 4, 0, 8, 5]","[[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
 [1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1.]
 [1. 0. 0. 1. 1. 1. 1. 0. 1. 1. 1.]
 [1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0.]
 [1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0.]
 [1. 0. 0. 1. 1. 1. 1. 0. 1. 1. 0.]]",14,47.0,7,4,3,8,"Namespace(activation=<function leaky_relu at 0x152f14b80>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect3/trial0', l_seed=831289, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=11, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
3,3,13,"[[0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 1 0]
 [0 0 0 0 1 1 1 1 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 0 0]
 [0 0 0 0 1 1 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 1 0 0 0 0]
 [0 0 1 1 0 0 1 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 1 0]
 [0 0 0 0 0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0]]","[10, 5, 0, 4, 3, 6, 2, 1, 7, 8, 9]","[[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0.]
 [0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0.]
 [0. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0.]
 [0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 0.]
 [1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 0.]
 [0. 1. 1. 0. 0. 0. 0. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.]]",16,60.0,5,5,6,6,"Namespace(activation=<function leaky_relu at 0x152f14b80>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect3/trial0', l_seed=831289, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=11, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
4,4,14,"[[0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 1 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 0]
 [0 0 1 1 0 0 0 1 0 0 0]
 [0 0 1 0 0 0 0 1 0 0 0]]","[[0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 1 1 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0]]","[0, 1, 3, 9, 6, 8, 7, 2, 10, 4, 5]","[[0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
 [0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1.]
 [0. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1.]
 [0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1.]
 [0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 1.]
 [0. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1.]
 [0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.]]",9,32.0,5,3,1,5,"Namespace(activation=<function leaky_relu at 0x152f14b80>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect3/trial0', l_seed=831289, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=11, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
5,5,13,"[[0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 1 0]
 [0 0 1 1 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 1 1 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [1 0 1 0 0 0 1 0 1 1 0]
 [0 0 1 1 0 0 0 0 0 0 1]
 [1 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 0]]","[5, 10, 3, 4, 8, 7, 6, 0, 2, 1, 9]","[[0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
 [1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 0.]
 [1. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0.]
 [1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1.]
 [1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0.]
 [1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0.]
 [1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 0.]]",10,47.0,4,2,4,3,"Namespace(activation=<function leaky_relu at 0x152f14b80>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect3/trial0', l_seed=831289, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=11, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
6,6,14,"[[0 0 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [1 0 1 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 1 0 0]
 [0 1 0 0 1 0 0 0 0 1 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 1 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[9, 6, 1, 4, 3, 2, 10, 0, 5, 7, 8]","[[0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0.]
 [1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1.]
 [1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1.]
 [1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1.]
 [1. 0. 1. 1. 0. 1. 0. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
 [1. 1. 1. 1. 1. 1. 0. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.]
 [1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0.]]",13,62.0,8,4,1,6,"Namespace(activation=<function leaky_relu at 0x152f14b80>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect3/trial0', l_seed=831289, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=11, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
7,7,12,"[[0 0 1 0 1 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0]
 [0 1 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 1 0 0 1]
 [0 0 0 0 1 0 1 0 0 0 0]]","[[0 0 0 0 1 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 1 1]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0]]","[0, 2, 4, 7, 9, 6, 5, 3, 8, 1, 10]","[[0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 1.]
 [0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1.]
 [0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1.]
 [0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1.]
 [0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1.]
 [0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",12,41.0,5,3,4,5,"Namespace(activation=<function leaky_relu at 0x152f14b80>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect3/trial0', l_seed=831289, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=11, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
8,8,14,"[[0 0 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 1 0 0 1 0]
 [0 0 1 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 1 0 0 0 1 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 1 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 1 0 0]
 [0 1 1 1 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 1 0 0 0 1 0 0]]","[10, 4, 6, 1, 0, 5, 2, 9, 3, 7, 8]","[[0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0.]
 [1. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0.]
 [0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
 [1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0.]
 [0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0.]
 [1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.]]",7,39.0,2,3,2,5,"Namespace(activation=<function leaky_relu at 0x152f14b80>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect3/trial0', l_seed=831289, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=11, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
9,9,14,"[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 1 0 0 1 1 1]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0]
 [1 1 1 1 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 1 0 0 0]
 [0 1 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0]
 [0 0 1 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 0 0 0]
 [0 1 0 0 1 0 0 0 0 0 0]]","[3, 0, 7, 10, 9, 4, 6, 1, 2, 8, 5]","[[0. 1. 1. 0. 1. 1. 1. 1. 1. 1. 1.]
 [0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
 [1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 1.]
 [0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0.]
 [0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
 [0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0.]
 [0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0.]]",9,65.0,4,4,1,5,"Namespace(activation=<function leaky_relu at 0x152f14b80>, batchsize=128, dropout=True, interval_save=-1, interval_test=1, l_logdir='abpnl_results/cause0effect3/trial0', l_seed=831289, learning_rate=0.001, logdir='abpnl_results', loss_balance=0.5, max_workers=4, n_epoch=300, n_layers=2, n_trials=1, n_units=64, num_variables=11, optimizer=<class 'torch.optim.adam.Adam'>, pruning_threshold=0.95, seed=0, train_ratio=0.6, verbose=False)"
