,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,15,"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 1 1 1 0 0 1]
 [1 1 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 1 0 0 0]
 [0 0 1 1 0 1 0 0 0]
 [0 0 0 1 0 0 1 0 0]]","[[0 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [0 1 0 0 0 0 0 0 0]
 [1 1 1 0 0 0 0 0 0]
 [1 1 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0]
 [1 0 1 1 0 0 0 0 1]
 [1 0 1 0 1 1 0 0 0]
 [0 0 0 0 0 0 0 0 0]]","[7, 6, 3, 4, 0, 2, 1, 8, 5]","[[0. 1. 1. 0. 0. 1. 0. 0. 1.]
 [0. 0. 0. 0. 0. 1. 0. 0. 1.]
 [0. 1. 0. 0. 0. 1. 0. 0. 1.]
 [1. 1. 1. 0. 1. 1. 0. 0. 1.]
 [1. 1. 1. 0. 0. 1. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 0. 0. 1.]
 [1. 1. 1. 1. 1. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0.]]",18,49.0,5,5,8,7,"Namespace(method='mgcv', num_variables=9, verbose=False)"
1,1,8,"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 0 1 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0]
 [0 1 0 0 0 1 0 0 0]
 [0 0 1 0 0 0 1 0 0]]","[[0 0 1 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 1 0]
 [0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 1 0 1 0 0 0 0]]","[8, 0, 4, 2, 3, 6, 1, 7, 5]","[[0. 1. 1. 1. 1. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 1. 0. 1. 0.]
 [0. 1. 0. 1. 0. 1. 1. 1. 0.]
 [0. 1. 0. 0. 0. 1. 1. 1. 0.]
 [0. 1. 1. 1. 0. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 1. 0.]]",8,29.0,2,3,3,3,"Namespace(method='mgcv', num_variables=9, verbose=False)"
2,2,13,"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 0]
 [1 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 1 0 0 0 0 0 1]
 [1 0 0 1 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 0]
 [0 1 1 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [1 0 1 0 0 0 0 0 1]
 [0 0 0 1 0 0 0 0 0]]","[4, 5, 7, 6, 0, 1, 8, 3, 2]","[[0. 1. 1. 1. 0. 0. 0. 0. 1.]
 [0. 0. 1. 1. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 0. 1. 1. 1. 1.]
 [1. 1. 1. 1. 0. 0. 1. 1. 1.]
 [1. 1. 1. 1. 0. 0. 0. 0. 1.]
 [1. 1. 1. 1. 0. 0. 1. 0. 1.]
 [0. 0. 1. 1. 0. 0. 0. 0. 0.]]",5,19.0,4,1,0,3,"Namespace(method='mgcv', num_variables=9, verbose=False)"
3,3,8,"[[0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 1 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]","[7, 2, 4, 6, 3, 8, 1, 0, 5]","[[0. 0. 0. 0. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 1. 0. 0. 0.]
 [1. 1. 0. 1. 1. 1. 1. 0. 1.]
 [1. 1. 0. 0. 0. 1. 0. 0. 1.]
 [1. 1. 0. 1. 0. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 1. 0. 0. 1.]
 [1. 1. 1. 1. 1. 1. 1. 0. 1.]
 [1. 1. 0. 0. 0. 1. 0. 0. 0.]]",3,11.0,2,1,0,2,"Namespace(method='mgcv', num_variables=9, verbose=False)"
4,4,8,"[[0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 1 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 1]
 [0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 1 1 0 0 0 0]
 [0 0 0 0 1 1 0 0 0]
 [0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0]]","[0, 6, 2, 7, 1, 8, 3, 4, 5]","[[0. 1. 1. 1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 1. 1. 1. 0. 0. 1.]
 [0. 1. 0. 1. 1. 1. 0. 1. 1.]
 [0. 0. 0. 0. 1. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 1. 1. 1. 1. 0. 1. 1.]
 [0. 1. 0. 1. 1. 1. 0. 0. 1.]
 [0. 0. 0. 1. 1. 1. 0. 0. 0.]]",7,26.0,2,3,2,3,"Namespace(method='mgcv', num_variables=9, verbose=False)"
5,5,13,"[[0 0 0 0 0 0 0 1 0]
 [1 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0]
 [1 0 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 1 0]
 [1 1 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0]
 [1 0 1 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 1 0]
 [0 0 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 1 0]
 [1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]]","[3, 4, 6, 5, 7, 1, 2, 8, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 1.]
 [1. 1. 1. 0. 1. 1. 1. 1. 1.]
 [1. 1. 1. 0. 0. 1. 1. 1. 1.]
 [1. 1. 1. 0. 0. 0. 0. 1. 1.]
 [1. 1. 1. 0. 0. 1. 0. 1. 1.]
 [1. 1. 1. 0. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0.]]",7,18.0,5,1,1,2,"Namespace(method='mgcv', num_variables=9, verbose=False)"
6,6,9,"[[0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 1 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 1 0 1 0 0]
 [0 1 0 0 0 0 0 0 0]]","[[0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]]","[0, 8, 2, 7, 6, 1, 5, 3, 4]","[[0. 1. 1. 1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 1. 1. 1. 0. 0. 0.]
 [0. 1. 0. 1. 1. 1. 1. 1. 0.]
 [0. 0. 0. 0. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 1. 0. 0. 0. 0.]
 [0. 1. 0. 1. 1. 1. 0. 0. 0.]
 [0. 1. 0. 1. 1. 1. 1. 0. 0.]
 [0. 1. 1. 1. 1. 1. 1. 1. 0.]]",4,8.0,4,0,0,0,"Namespace(method='mgcv', num_variables=9, verbose=False)"
7,7,10,"[[0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 1 0 1]
 [0 0 0 0 1 0 0 0 0]
 [0 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 1]
 [1 0 0 0 1 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [1 0 0 0 0 0 0 0 0]]","[7, 1, 3, 4, 2, 8, 0, 6, 5]","[[0. 0. 0. 0. 0. 1. 1. 0. 0.]
 [1. 0. 1. 1. 1. 1. 1. 0. 1.]
 [1. 0. 0. 0. 0. 1. 1. 0. 1.]
 [1. 0. 1. 0. 1. 1. 1. 0. 1.]
 [1. 0. 1. 0. 0. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 0. 1.]
 [1. 0. 0. 0. 0. 1. 1. 0. 0.]]",5,25.0,3,2,0,2,"Namespace(method='mgcv', num_variables=9, verbose=False)"
8,8,8,"[[0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [0 1 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 1 0 0]
 [0 0 1 0 0 0 1 0 0]]","[[0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 1 0 0]
 [0 0 1 0 0 0 0 0 0]]","[0, 7, 5, 8, 2, 3, 6, 4, 1]","[[0. 1. 1. 1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 1. 1. 0. 1. 0. 0.]
 [0. 1. 0. 0. 1. 0. 1. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 1. 1. 1. 0. 1. 0. 1.]
 [0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [0. 1. 1. 1. 1. 1. 1. 0. 1.]
 [0. 1. 1. 1. 1. 0. 1. 0. 0.]]",2,12.0,2,0,0,0,"Namespace(method='mgcv', num_variables=9, verbose=False)"
9,9,12,"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 1 1 0 0]
 [0 0 0 0 0 1 0 0 0]
 [1 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [0 1 0 1 1 1 1 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 1 1 1 1 0 0]]","[7, 2, 8, 6, 4, 5, 1, 3, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 1. 1. 1. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 1. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 1. 1. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 0. 1.]
 [1. 1. 0. 1. 1. 1. 1. 0. 0.]]",5,13.0,3,1,1,3,"Namespace(method='mgcv', num_variables=9, verbose=False)"
