,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,8,"[[0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 1 1]
 [0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 1]
 [0 0 1 1 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 1 1 0 0]
 [0 0 0 0 0 1 0]]","[0, 1, 6, 2, 5, 3, 4]","[[0. 1. 1. 1. 1. 1. 1.]
 [0. 0. 1. 1. 1. 1. 1.]
 [0. 0. 0. 1. 1. 1. 0.]
 [0. 0. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 1. 0. 0.]
 [0. 0. 1. 1. 1. 1. 0.]]",6,15.0,2,2,2,4,"Namespace(method='mgcv', num_variables=7, verbose=False)"
1,1,8,"[[0 0 0 1 1 1 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 1 0 0 0]]","[[0 0 0 1 1 1 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 1 0 0 0]
 [0 0 1 1 0 0 0]]","[1, 6, 0, 5, 3, 2, 4]","[[0. 0. 1. 1. 1. 1. 0.]
 [1. 0. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 1. 0. 0.]
 [0. 0. 1. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 1. 1. 0. 0.]
 [1. 0. 1. 1. 1. 1. 0.]]",2,9.0,0,2,0,2,"Namespace(method='mgcv', num_variables=7, verbose=False)"
2,2,12,"[[0 1 0 1 0 0 1]
 [0 0 0 0 0 0 0]
 [1 0 0 0 0 1 1]
 [0 0 0 0 0 0 0]
 [1 1 0 1 0 1 0]
 [0 0 0 1 0 0 0]
 [0 1 0 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [1 0 0 0 0 0 0]
 [0 1 0 1 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0]]","[2, 4, 5, 3, 6, 0, 1]","[[0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 1. 1. 1.]
 [1. 1. 0. 0. 0. 0. 1.]
 [1. 1. 0. 1. 0. 1. 1.]
 [1. 1. 0. 1. 0. 0. 1.]
 [1. 1. 0. 0. 0. 0. 0.]]",8,26.0,6,2,0,2,"Namespace(method='mgcv', num_variables=7, verbose=False)"
3,3,8,"[[0 0 1 0 0 0 0]
 [1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0]
 [1 0 0 0 0 1 0]]","[[0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 1 1 0 0 0]
 [0 0 0 0 0 1 0]]","[4, 1, 0, 6, 5, 3, 2]","[[0. 0. 1. 1. 0. 1. 1.]
 [1. 0. 1. 1. 0. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0.]
 [1. 1. 1. 1. 0. 1. 1.]
 [0. 0. 1. 1. 0. 0. 0.]
 [0. 0. 1. 1. 0. 1. 0.]]",3,10.0,3,0,0,1,"Namespace(method='mgcv', num_variables=7, verbose=False)"
4,4,12,"[[0 1 1 0 0 1 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 1 0 0 1 0]
 [1 1 0 0 0 0 0]
 [0 0 1 0 0 0 0]
 [1 1 1 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [0 0 1 0 0 1 0]
 [1 1 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 1 0 0 0 0]]","[3, 4, 6, 5, 1, 2, 0]","[[0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 0. 1. 1. 1.]
 [1. 1. 1. 0. 0. 1. 1.]
 [1. 1. 1. 0. 0. 0. 0.]
 [1. 1. 1. 0. 0. 1. 0.]]",6,18.0,4,2,0,3,"Namespace(method='mgcv', num_variables=7, verbose=False)"
5,5,9,"[[0 0 1 0 0 0 0]
 [0 0 1 0 0 0 1]
 [0 0 0 0 0 1 0]
 [1 0 1 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 0 1 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 1 0 0 1 1]
 [1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0]
 [0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0]]","[3, 1, 4, 5, 2, 6, 0]","[[0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 1. 1. 1.]
 [1. 0. 0. 0. 0. 0. 1.]
 [1. 1. 1. 0. 1. 1. 1.]
 [1. 0. 1. 0. 0. 1. 1.]
 [1. 0. 1. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0.]]",8,27.0,4,3,1,4,"Namespace(method='mgcv', num_variables=7, verbose=False)"
6,6,7,"[[0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0]
 [0 0 1 0 0 0 1]
 [0 1 1 0 0 0 0]
 [0 1 0 0 0 0 0]]","[[0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1]
 [0 1 1 0 0 0 0]
 [0 0 0 0 0 0 0]]","[3, 5, 4, 0, 1, 2, 6]","[[0. 1. 1. 0. 0. 0. 1.]
 [0. 0. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 1.]
 [1. 1. 1. 0. 1. 1. 1.]
 [1. 1. 1. 0. 0. 0. 1.]
 [1. 1. 1. 0. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0.]]",3,8.0,3,0,0,1,"Namespace(method='mgcv', num_variables=7, verbose=False)"
7,7,10,"[[0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0]
 [0 0 0 1 1 0 0]
 [1 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]
 [0 1 0 0 1 1 0]]","[[0 0 0 0 0 0 1]
 [1 0 0 0 0 0 1]
 [0 0 0 0 1 0 0]
 [1 0 0 0 0 0 1]
 [1 1 0 1 0 0 1]
 [1 1 0 1 0 0 1]
 [0 0 0 0 0 0 0]]","[2, 4, 5, 3, 1, 0, 6]","[[0. 0. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 1.]
 [1. 1. 0. 1. 1. 1. 1.]
 [1. 1. 0. 0. 0. 0. 1.]
 [1. 1. 0. 1. 0. 1. 1.]
 [1. 1. 0. 1. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0.]]",13,30.0,2,5,6,6,"Namespace(method='mgcv', num_variables=7, verbose=False)"
8,8,10,"[[0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [1 1 0 0 1 0 0]
 [1 1 0 0 0 0 0]
 [1 0 0 0 0 0 0]
 [1 1 0 0 0 0 0]
 [0 1 0 0 0 0 0]]","[[0 0 0 0 1 0 0]
 [0 0 0 0 1 0 0]
 [0 1 0 0 1 0 0]
 [1 1 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0]]","[5, 3, 2, 6, 0, 1, 4]","[[0. 1. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0.]
 [1. 1. 0. 0. 1. 0. 1.]
 [1. 1. 1. 0. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 0. 1.]
 [1. 1. 0. 0. 1. 0. 0.]]",6,11.0,4,1,1,2,"Namespace(method='mgcv', num_variables=7, verbose=False)"
9,9,8,"[[0 0 0 0 0 0 1]
 [0 0 0 1 0 0 1]
 [0 0 0 1 0 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 1]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0]
 [0 0 0 1 0 0 0]
 [0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0]]","[5, 2, 0, 1, 3, 6, 4]","[[0. 1. 0. 1. 1. 0. 1.]
 [0. 0. 0. 1. 1. 0. 1.]
 [1. 1. 0. 1. 1. 0. 1.]
 [0. 0. 0. 0. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 0. 1.]
 [0. 0. 0. 0. 1. 0. 0.]]",5,11.0,4,1,0,1,"Namespace(method='mgcv', num_variables=7, verbose=False)"
