,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,3,"[[0 1 1]
 [0 0 1]
 [0 0 0]]","[[0 0 0]
 [0 0 0]
 [1 1 0]]","[2, 0, 1]","[[0. 1. 0.]
 [0. 0. 0.]
 [1. 1. 0.]]",3,6.0,1,2,0,2,"Namespace(num_variables=3, seed=0)"
1,1,3,"[[0 0 0]
 [1 0 1]
 [1 0 0]]","[[0 1 0]
 [0 0 1]
 [0 0 0]]","[0, 1, 2]","[[0. 1. 1.]
 [0. 0. 1.]
 [0. 0. 0.]]",2,4.0,1,1,0,2,"Namespace(num_variables=3, seed=0)"
2,2,3,"[[0 1 1]
 [0 0 1]
 [0 0 0]]","[[0 0 0]
 [1 0 1]
 [0 0 0]]","[1, 2, 0]","[[0. 0. 0.]
 [1. 0. 1.]
 [1. 0. 0.]]",2,5.0,1,1,0,2,"Namespace(num_variables=3, seed=0)"
3,3,3,"[[0 1 0]
 [0 0 0]
 [1 1 0]]","[[0 0 0]
 [1 0 1]
 [0 0 0]]","[1, 0, 2]","[[0. 0. 1.]
 [1. 0. 1.]
 [0. 0. 0.]]",3,6.0,1,2,0,3,"Namespace(num_variables=3, seed=0)"
4,4,3,"[[0 1 0]
 [0 0 0]
 [1 1 0]]","[[0 0 0]
 [1 0 0]
 [0 0 0]]","[1, 2, 0]","[[0. 0. 0.]
 [1. 0. 1.]
 [1. 0. 0.]]",3,4.0,2,1,0,2,"Namespace(num_variables=3, seed=0)"
5,5,3,"[[0 0 0]
 [1 0 0]
 [1 1 0]]","[[0 1 1]
 [0 0 0]
 [0 0 0]]","[0, 1, 2]","[[0. 1. 1.]
 [0. 0. 1.]
 [0. 0. 0.]]",3,6.0,1,2,0,3,"Namespace(num_variables=3, seed=0)"
6,6,3,"[[0 0 0]
 [1 0 0]
 [1 1 0]]","[[0 1 1]
 [0 0 0]
 [0 0 0]]","[0, 1, 2]","[[0. 1. 1.]
 [0. 0. 1.]
 [0. 0. 0.]]",3,6.0,1,2,0,3,"Namespace(num_variables=3, seed=0)"
7,7,3,"[[0 1 1]
 [0 0 1]
 [0 0 0]]","[[0 1 0]
 [0 0 0]
 [0 0 0]]","[2, 0, 1]","[[0. 1. 0.]
 [0. 0. 0.]
 [1. 1. 0.]]",2,2.0,2,0,0,2,"Namespace(num_variables=3, seed=0)"
8,8,3,"[[0 1 1]
 [0 0 1]
 [0 0 0]]","[[0 1 0]
 [0 0 0]
 [1 1 0]]","[2, 0, 1]","[[0. 1. 0.]
 [0. 0. 0.]
 [1. 1. 0.]]",2,5.0,0,2,0,2,"Namespace(num_variables=3, seed=0)"
9,9,3,"[[0 1 0]
 [0 0 0]
 [1 1 0]]","[[0 0 1]
 [1 0 0]
 [0 0 0]]","[1, 0, 2]","[[0. 0. 1.]
 [1. 0. 1.]
 [0. 0. 0.]]",3,6.0,1,2,0,3,"Namespace(num_variables=3, seed=0)"
