SampleID,score_XY,score_YX,labels
0,34.882170613130064,34.882170613130064,1
1,29.860451382741562,29.86045138274157,-1
2,23.521220628146246,23.521220628146246,-1
3,23.169629743862302,23.169629743862302,1
4,38.537898912861735,38.53789891286174,1
5,27.535836806296253,27.53583680629625,1
6,37.668999150535015,37.66899915053502,-1
7,42.33335333071337,42.33335333071338,-1
8,24.55449148749746,24.55449148749746,1
9,40.77173136630845,40.77173136630846,1
10,23.92514224566288,23.925142245662883,-1
11,43.832002245576376,43.832002245576376,-1
12,25.862498477839264,25.862498477839274,1
13,24.095492110874176,24.095492110874183,-1
14,21.901282298007192,21.90128229800719,-1
15,35.819838399771626,35.81983839977162,-1
16,25.559445100999373,25.559445100999373,1
17,26.734423968019353,26.734423968019353,-1
18,40.289730124040574,40.289730124040574,-1
19,40.738996283672364,40.738996283672364,1
20,28.81849048186682,28.81849048186681,-1
21,38.93879794071428,38.93879794071429,-1
22,26.539212553151323,26.53921255315132,-1
23,36.41056463407037,36.41056463407037,1
24,27.0117986302408,27.011798630240794,1
25,21.81384876156807,21.813848761568078,-1
26,29.156794931924136,29.156794931924146,1
27,44.717474727436134,44.717474727436134,1
28,42.30096529850382,42.30096529850382,-1
29,26.79721313790337,26.79721313790337,1
30,21.84232453210086,21.84232453210087,-1
31,36.02242301483651,36.02242301483651,-1
32,29.86459246736802,29.86459246736802,-1
33,26.498254159927136,26.49825415992713,-1
34,20.88932998268135,20.889365458618794,-1
35,26.433875115554258,26.43387511555425,-1
36,16.93150748054851,17.287705987039818,-1
37,19.1410282896717,19.141003932822347,1
38,27.629152362103227,27.629152362103227,-1
39,43.60544647733553,43.605446477335526,-1
40,28.05537249914912,28.05537249914912,-1
41,44.57568552220044,44.575685522200445,-1
42,23.103145291652773,23.103145291652783,-1
43,26.94551818821616,26.94551818821616,1
44,27.47791943867274,27.477919438672735,-1
45,25.56766637726496,25.56766637726496,1
46,19.014906521585342,19.014949204407625,-1
47,17.092284335429166,16.813267839581872,1
48,41.566738459310606,41.566738459310606,-1
49,28.067525853713914,28.06752585371391,1
50,36.148251879637606,36.1482518796376,1
51,27.416576916364598,27.416576916364594,1
52,42.95114766952503,42.95114766952503,1
53,34.842930899648415,34.842930899648415,-1
54,43.098545262324656,43.09854526232466,1
55,21.62812069408069,21.628120694080703,1
56,25.604845615415865,25.604845615415858,1
57,36.63704937949834,36.63704937949834,-1
58,28.683867613345296,28.683867613345296,-1
59,20.799578528255918,20.799251353285612,1
60,20.290290451445138,20.290292546675907,-1
61,39.054316635820996,39.054316635821,1
62,28.918614192058072,28.918614192058072,-1
63,41.21229432954107,41.21229432954108,-1
64,39.502396815587936,39.502396815587936,-1
65,24.61948965300042,24.619489653000414,1
66,38.355653383454424,38.35565338345443,-1
67,24.676854969600964,24.67685496960097,-1
68,27.42677624814798,27.426776248147966,-1
69,26.5051428389166,26.505142838916605,-1
70,25.851259933668747,25.851259933668757,1
71,30.005559449904467,30.005559449904467,1
72,36.451600295657336,36.45160029565732,-1
73,28.20089386793967,28.20089386793967,1
74,20.23571131123329,20.23569022923522,1
75,28.368025074518044,28.36802507451804,-1
76,17.192612284581987,17.0655235333157,1
77,24.55898344190976,24.558983441909756,-1
78,36.81070864866854,36.81070864866853,1
79,27.70815957103434,27.70815957103434,-1
80,39.4451510781012,39.44515107810119,1
81,25.81217030946543,25.81217030946543,1
82,23.853388578788515,23.853388578788508,1
83,26.371919473649122,26.37191947364912,-1
84,38.70734309804982,38.70734309804982,1
85,38.114178012376904,38.114178012376904,-1
86,37.76805997320938,37.76805997320936,-1
87,22.65239928216014,22.652399282160143,-1
88,34.87781500150926,34.87781500150926,1
89,17.188954337796815,16.971591214343132,1
90,28.481880657542217,28.481880657542217,-1
91,29.059366905083813,29.059366905083813,1
92,39.46620252930315,39.466202529303146,-1
93,27.278656810378155,27.278656810378116,1
94,24.778208496331573,24.77820849633157,1
95,37.95997962784726,37.95997962784727,-1
96,23.86311496253097,23.86311496253097,1
97,26.526792042428642,26.526792042428635,1
98,27.332884570734166,27.332884570734162,1
99,38.93684763859945,38.93684763859945,-1
100,23.949297174353912,23.949297174353912,1
101,27.70302821879044,27.70302821879044,1
102,26.88394031628707,26.88394031628707,-1
103,15.545417509625809,15.604258161055297,-1
104,37.05771535448478,37.057715354484785,-1
105,29.573801436480174,29.573801436480174,1
106,19.603835095158363,19.60393799310596,-1
107,22.83973635254438,22.83973635254438,1
108,39.82093396582236,39.82093396582236,1
109,30.36105695079485,30.36105695079485,-1
110,21.12486196356131,21.1248619635613,1
111,23.916208302563167,23.916208302563174,-1
112,23.382145578628993,23.382145578628986,-1
113,24.714667207644347,24.71466720764435,-1
114,22.709885039479865,22.709885039479865,-1
115,19.60794429347856,19.607770368223843,1
116,22.53731033146761,22.53731033146761,1
117,28.14072750200452,28.140727502004513,-1
118,22.715514870069654,22.715514870069654,-1
119,36.15872181576321,36.158721815763215,-1
120,30.076089898343017,30.076089898343017,-1
121,39.144090658499245,39.14409065849924,-1
122,27.86415541398722,27.864155413987223,1
123,30.106342714869385,30.10634271486938,-1
124,25.606597657482286,25.60659765748229,1
125,23.325081456082767,23.325081456082767,1
126,44.83353083476926,44.83353083476927,-1
127,35.69225730613905,35.69225730613905,1
128,26.939807540535153,26.939807540535153,1
129,26.13293250995539,26.132932509955385,1
130,27.288822075559462,27.28882207555946,-1
131,27.06003512607055,27.060035126070545,-1
132,43.387315615375364,43.387315615375364,-1
133,27.37406248880914,27.37406248880914,-1
134,44.061978412751856,44.06197841275185,1
135,37.64042991616319,37.640429916163185,1
136,44.34932971745325,44.34932971745325,-1
137,23.263323238187073,23.263323238187073,-1
138,27.401498622782366,27.401498622782366,-1
139,26.67977791654251,26.679777916542513,-1
140,38.34048276417958,38.340482764179576,1
141,37.67066518460727,37.670665184607266,-1
142,26.28651878866983,26.28651878866984,-1
143,42.41039897027113,42.41039897027113,-1
144,19.180165805096667,19.179782878144646,1
145,21.94251989348326,21.942519893483258,1
146,25.047042708979237,25.047042708979237,-1
147,36.72907754319328,36.729077543193284,1
148,29.342004398536687,29.342004398536695,1
149,29.084469787427018,29.08446978742701,1
150,23.199256421478673,23.199256421478673,1
151,36.89753168095019,36.89753168095019,1
152,25.705898477096223,25.705898477096223,1
153,17.007863648436953,17.154748541367717,-1
154,38.90701671923257,38.90701671923256,-1
155,29.971275051282515,29.971275051282518,1
156,23.198847124847273,23.198847124847276,1
157,26.62894483925178,26.62894483925178,-1
158,35.239540090169314,35.239540090169314,1
159,28.674690677626568,28.674690677626568,1
160,19.016407527208347,19.01651638343471,-1
161,23.813477328366755,23.813477328366755,1
162,39.82547361390448,39.825473613904485,-1
163,37.080704441396,37.08070444139601,1
164,37.98975169290486,37.98975169290486,-1
165,24.90334396268608,24.90334396268608,-1
166,28.737064319010337,28.737064319010337,-1
167,26.61468951980397,26.614689519803974,-1
168,24.862186127282907,24.862186127282904,-1
