,Trials,Num_edges,gt_A,pred_A,pred_order,full_A,SHD,SID,Missing,Reverse,Extra,D_order,Cfg
0,0,15,"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 1 1 1 0 0 1]
 [1 1 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 1 0 0 0]
 [0 0 1 1 0 1 0 0 0]
 [0 0 0 1 0 0 1 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0]
 [1 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 1 0 0]
 [0 0 0 1 0 0 0 0 0]
 [0 1 1 0 0 1 0 0 1]
 [0 1 0 0 1 0 1 0 0]]","[7, 8, 4, 1, 2, 5, 6, 0, 3]","[[0. 0. 0. 1. 0. 0. 0. 0. 0.]
 [1. 0. 1. 1. 0. 1. 1. 0. 0.]
 [1. 0. 0. 1. 0. 1. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 0. 1. 1. 0. 0.]
 [1. 0. 0. 1. 0. 0. 1. 0. 0.]
 [1. 0. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 0. 1.]
 [1. 1. 1. 1. 1. 1. 1. 0. 0.]]",11,44.0,4,4,3,4,"Namespace(batch_size=128, epochs=300, model_Y={'model_name': 'CDFFlow', 'hidden_sizes': 64, 'base_dist': 'normal', 'k': 12}, n_jobs=4, num_variables=9, seed=100, train_ratio=0.6, verbose=False, weight_decay=0.0)"
1,1,8,"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 0 1 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0]
 [0 1 0 0 0 1 0 0 0]
 [0 0 1 0 0 0 1 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 0 1 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0]]","[8, 6, 7, 2, 1, 0, 3, 5, 4]","[[0. 0. 0. 1. 1. 1. 0. 0. 0.]
 [1. 0. 0. 1. 1. 1. 0. 0. 0.]
 [1. 1. 0. 1. 1. 1. 0. 0. 0.]
 [0. 0. 0. 0. 1. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 0. 1. 0.]
 [1. 1. 1. 1. 1. 1. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 1. 0.]]",3,19.0,3,0,0,0,"Namespace(batch_size=128, epochs=300, model_Y={'model_name': 'CDFFlow', 'hidden_sizes': 64, 'base_dist': 'normal', 'k': 12}, n_jobs=4, num_variables=9, seed=100, train_ratio=0.6, verbose=False, weight_decay=0.0)"
2,2,13,"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 0]
 [1 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 1 0 0 0 0 0 1]
 [1 0 0 1 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 1 1 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0]
 [0 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 1 0 0 0 0 0 1]
 [0 0 0 1 0 0 0 0 0]]","[7, 8, 5, 1, 4, 3, 2, 0, 6]","[[0. 0. 0. 0. 0. 0. 1. 0. 0.]
 [1. 0. 1. 1. 1. 0. 1. 0. 0.]
 [1. 0. 0. 0. 0. 0. 1. 0. 0.]
 [1. 0. 1. 0. 0. 0. 1. 0. 0.]
 [1. 0. 1. 1. 0. 0. 1. 0. 0.]
 [1. 1. 1. 1. 1. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 0. 1.]
 [1. 1. 1. 1. 1. 1. 1. 0. 0.]]",5,18.0,4,1,0,1,"Namespace(batch_size=128, epochs=300, model_Y={'model_name': 'CDFFlow', 'hidden_sizes': 64, 'base_dist': 'normal', 'k': 12}, n_jobs=4, num_variables=9, seed=100, train_ratio=0.6, verbose=False, weight_decay=0.0)"
3,3,8,"[[0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 1 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 1 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]","[2, 7, 4, 6, 0, 3, 5, 1, 8]","[[0. 1. 0. 1. 0. 1. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [1. 1. 0. 1. 1. 1. 1. 1. 1.]
 [0. 1. 0. 0. 0. 1. 0. 0. 1.]
 [1. 1. 0. 1. 0. 1. 1. 0. 1.]
 [0. 1. 0. 0. 0. 0. 0. 0. 1.]
 [1. 1. 0. 1. 0. 1. 0. 0. 1.]
 [1. 1. 0. 1. 1. 1. 1. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]",1,3.0,1,0,0,0,"Namespace(batch_size=128, epochs=300, model_Y={'model_name': 'CDFFlow', 'hidden_sizes': 64, 'base_dist': 'normal', 'k': 12}, n_jobs=4, num_variables=9, seed=100, train_ratio=0.6, verbose=False, weight_decay=0.0)"
4,4,8,"[[0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 1 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 1]
 [0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 1 0 0 0 0 0]
 [0 0 1 0 1 0 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0]]","[8, 5, 4, 0, 2, 6, 1, 3, 7]","[[0. 1. 1. 1. 0. 0. 1. 1. 0.]
 [0. 0. 0. 1. 0. 0. 0. 1. 0.]
 [0. 1. 0. 1. 0. 0. 1. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1. 0.]
 [1. 1. 1. 1. 0. 0. 1. 1. 0.]
 [1. 1. 1. 1. 1. 0. 1. 1. 0.]
 [0. 1. 0. 1. 0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 1. 0.]]",4,16.0,2,2,0,3,"Namespace(batch_size=128, epochs=300, model_Y={'model_name': 'CDFFlow', 'hidden_sizes': 64, 'base_dist': 'normal', 'k': 12}, n_jobs=4, num_variables=9, seed=100, train_ratio=0.6, verbose=False, weight_decay=0.0)"
5,5,13,"[[0 0 0 0 0 0 0 1 0]
 [1 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0]
 [1 0 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 1 0]
 [1 1 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0]
 [1 0 1 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 1]
 [0 0 0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 1 0]
 [1 1 0 0 0 0 0 0 1]
 [1 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]]","[6, 3, 2, 4, 8, 5, 7, 1, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 0. 1. 1. 0. 1. 1.]
 [1. 1. 1. 0. 1. 1. 0. 1. 1.]
 [1. 1. 0. 0. 0. 1. 0. 1. 1.]
 [1. 1. 0. 0. 0. 0. 0. 1. 0.]
 [1. 1. 1. 1. 1. 1. 0. 1. 1.]
 [1. 1. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 0. 0. 1. 0. 1. 0.]]",6,27.0,3,3,0,3,"Namespace(batch_size=128, epochs=300, model_Y={'model_name': 'CDFFlow', 'hidden_sizes': 64, 'base_dist': 'normal', 'k': 12}, n_jobs=4, num_variables=9, seed=100, train_ratio=0.6, verbose=False, weight_decay=0.0)"
6,6,9,"[[0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 1 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 1 0 1 0 0]
 [0 1 0 0 0 0 0 0 0]]","[[0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 1 1 0 0]
 [0 0 0 0 0 0 0 0 0]]","[2, 7, 5, 6, 0, 1, 8, 4, 3]","[[0. 1. 0. 1. 1. 0. 0. 0. 1.]
 [0. 0. 0. 1. 1. 0. 0. 0. 1.]
 [1. 1. 0. 1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 1. 0. 1. 0. 1.]
 [1. 1. 0. 1. 1. 0. 0. 0. 1.]
 [1. 1. 0. 1. 1. 1. 1. 0. 1.]
 [0. 0. 0. 1. 1. 0. 0. 0. 0.]]",6,12.0,4,1,1,2,"Namespace(batch_size=128, epochs=300, model_Y={'model_name': 'CDFFlow', 'hidden_sizes': 64, 'base_dist': 'normal', 'k': 12}, n_jobs=4, num_variables=9, seed=100, train_ratio=0.6, verbose=False, weight_decay=0.0)"
7,7,10,"[[0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 1 0 1]
 [0 0 0 0 1 0 0 0 0]
 [0 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 1]
 [1 0 0 0 1 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 0]
 [0 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [1 0 0 0 1 0 0 0 0]]","[3, 7, 8, 6, 1, 2, 4, 5, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 1. 1. 0. 0. 0.]
 [1. 0. 0. 0. 1. 1. 0. 0. 0.]
 [1. 1. 1. 0. 1. 1. 1. 1. 1.]
 [1. 0. 0. 0. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 0. 1. 1. 0. 0. 0.]
 [1. 1. 1. 0. 1. 1. 1. 0. 1.]
 [1. 1. 1. 0. 1. 1. 1. 0. 0.]]",4,14.0,3,1,0,3,"Namespace(batch_size=128, epochs=300, model_Y={'model_name': 'CDFFlow', 'hidden_sizes': 64, 'base_dist': 'normal', 'k': 12}, n_jobs=4, num_variables=9, seed=100, train_ratio=0.6, verbose=False, weight_decay=0.0)"
8,8,8,"[[0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1]
 [0 1 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 1 0 0]
 [0 0 1 0 0 0 1 0 0]]","[[0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 1]
 [0 0 0 0 1 0 0 1 0]
 [0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]","[0, 6, 5, 7, 2, 8, 3, 4, 1]","[[0. 1. 1. 1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 1. 1. 0. 0. 0. 1.]
 [0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 1. 1. 1. 0. 0. 1. 1.]
 [0. 1. 1. 1. 1. 1. 0. 1. 1.]
 [0. 1. 1. 1. 1. 0. 0. 0. 1.]
 [0. 1. 0. 1. 1. 0. 0. 0. 0.]]",6,26.0,2,2,2,3,"Namespace(batch_size=128, epochs=300, model_Y={'model_name': 'CDFFlow', 'hidden_sizes': 64, 'base_dist': 'normal', 'k': 12}, n_jobs=4, num_variables=9, seed=100, train_ratio=0.6, verbose=False, weight_decay=0.0)"
9,9,12,"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 1 1 0 0]
 [0 0 0 0 0 1 0 0 0]
 [1 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0]
 [0 1 0 1 1 1 1 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0]
 [1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 1 1 1 1 0 0]]","[7, 8, 2, 6, 3, 5, 4, 1, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 1. 1. 1. 0. 0.]
 [1. 1. 0. 0. 1. 1. 0. 0. 0.]
 [1. 1. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 1. 0. 1. 1. 1. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 0. 1.]
 [1. 1. 1. 1. 1. 1. 1. 0. 0.]]",6,19.0,4,2,0,3,"Namespace(batch_size=128, epochs=300, model_Y={'model_name': 'CDFFlow', 'hidden_sizes': 64, 'base_dist': 'normal', 'k': 12}, n_jobs=4, num_variables=9, seed=100, train_ratio=0.6, verbose=False, weight_decay=0.0)"
